gene_id	length	gc
ENSG00000106245	2374	0.543386689
ENSG00000106246	5687	0.51925444
ENSG00000160917	4252	0.569849483
ENSG00000241468	2130	0.53943662
ENSG00000198556	6645	0.458239278
ENSG00000160908	8611	0.494948322
ENSG00000196652	6045	0.485690653
ENSG00000221909	2705	0.451756007
ENSG00000197343	8401	0.426258779
ENSG00000197037	7095	0.505708245
ENSG00000106258	9817	0.411021697
ENSG00000146833	4832	0.441639073
ENSG00000160862	2584	0.468653251
ENSG00000106261	10319	0.446070356
ENSG00000166529	2142	0.512605042
ENSG00000166526	5424	0.5
ENSG00000168090	2779	0.513853904
ENSG00000166508	4386	0.54377565
ENSG00000221838	4722	0.586827615
ENSG00000106290	7195	0.552050035
ENSG00000166997	2451	0.524275806
ENSG00000214309	1477	0.655382532
ENSG00000188186	1931	0.56965303
ENSG00000146826	3263	0.612319951
ENSG00000197093	3264	0.552389706
ENSG00000213420	3837	0.516810008
ENSG00000066923	8736	0.543841575
ENSG00000239521	664	0.546686747
ENSG00000078319	537	0.534450652
ENSG00000242294	179	0.458100559
ENSG00000121716	5761	0.587745183
ENSG00000085514	1990	0.539698492
ENSG00000078487	3318	0.481314045
ENSG00000146834	3372	0.609134045
ENSG00000160813	1119	0.658623771
ENSG00000185955	1175	0.524255319
ENSG00000166925	3668	0.552071974
ENSG00000166924	3589	0.65784341
ENSG00000106351	5487	0.572079461
ENSG00000077454	7117	0.582970353
ENSG00000106333	3346	0.631799163
ENSG00000106330	1696	0.613207547
ENSG00000106327	5065	0.510365252
ENSG00000077080	2376	0.499158249
ENSG00000172354	2692	0.638930163
ENSG00000146830	7058	0.603853783
ENSG00000172336	911	0.597145993
ENSG00000196411	6437	0.593754855
ENSG00000146828	8901	0.585102797
ENSG00000087077	2553	0.606737172
ENSG00000087087	4858	0.571634417
ENSG00000087085	4074	0.65341188
ENSG00000169894	11396	0.523078273
ENSG00000205277	17178	0.551868669
ENSG00000169871	11131	0.536339951
ENSG00000106366	3156	0.515209125
ENSG00000106367	1699	0.565626839
ENSG00000128564	2680	0.670522388
ENSG00000167011	3885	0.557528958
ENSG00000106397	5671	0.573796509
ENSG00000106400	5013	0.53101935
ENSG00000106404	2893	0.601797442
ENSG00000214253	1791	0.552205472
ENSG00000128581	6585	0.503416856
ENSG00000160963	3101	0.642050951
ENSG00000233123	2641	0.5221507
ENSG00000257923	17765	0.521249648
ENSG00000160999	2404	0.694259567
ENSG00000128563	3696	0.588474026
ENSG00000160991	11107	0.575312866
ENSG00000160993	2299	0.526315789
ENSG00000161036	5899	0.623665028
ENSG00000005075	937	0.573105656
ENSG00000170667	7305	0.584804928
ENSG00000168255	3190	0.527899687
ENSG00000285437	6795	0.505960265
ENSG00000105808	7744	0.580578512
ENSG00000222011	2729	0.469402712
ENSG00000128606	2827	0.41775734
ENSG00000170632	4575	0.438688525
ENSG00000161048	7561	0.401666446
ENSG00000170629	1858	0.341227126
ENSG00000105819	6273	0.397098677
ENSG00000105821	6706	0.439158962
ENSG00000161057	8637	0.382771796
ENSG00000189056	35421	0.383811863
ENSG00000164815	3724	0.386680988
ENSG00000187416	3376	0.400177725
ENSG00000228393	3973	0.413541404
ENSG00000239569	1004	0.625498008
ENSG00000005483	13704	0.417688266
ENSG00000272918	2646	0.385109599
ENSG00000135250	7756	0.408715833
ENSG00000091127	4433	0.418452515
ENSG00000135249	3571	0.413609633
ENSG00000272604	2578	0.357641583
ENSG00000146776	8585	0.462550961
ENSG00000128536	9726	0.466892864
ENSG00000008282	2909	0.473014782
ENSG00000105835	23584	0.379112958
ENSG00000253276	6799	0.404765407
ENSG00000105851	7765	0.420090148
ENSG00000005249	4262	0.395354294
ENSG00000105856	6344	0.416141236
ENSG00000164597	8397	0.406573776
ENSG00000172209	3711	0.326327136
ENSG00000105865	5498	0.39814478
ENSG00000288558	7268	0.395156852
ENSG00000233705	8695	0.465094882
ENSG00000091137	5607	0.421437489
ENSG00000241764	4013	0.455270371
ENSG00000105879	5457	0.39362287
ENSG00000091140	5102	0.374362995
ENSG00000091136	18592	0.445083907
ENSG00000091129	7975	0.440125392
ENSG00000135241	5673	0.420588754
ENSG00000177683	5056	0.410007911
ENSG00000128590	2538	0.372734437
ENSG00000184903	3970	0.43324937
ENSG00000173114	3875	0.393548387
ENSG00000128512	11774	0.422286394
ENSG00000198839	4745	0.390937829
ENSG00000006652	7902	0.403568717
ENSG00000146802	7831	0.388073043
ENSG00000164603	4097	0.414937759
ENSG00000164604	7582	0.391057768
ENSG00000214194	1843	0.366793272
ENSG00000128573	16537	0.368506984
ENSG00000135272	6027	0.387921022
ENSG00000105967	8644	0.341508561
ENSG00000135269	4267	0.408014999
ENSG00000105971	6578	0.414411675
ENSG00000105974	3868	0.47983454
ENSG00000105976	7224	0.436184939
ENSG00000198898	8329	0.377956537
ENSG00000004866	6526	0.44958627
ENSG00000105989	4360	0.467889908
ENSG00000001626	16821	0.385054396
ENSG00000077063	6969	0.425455589
ENSG00000128534	17309	0.357155237
ENSG00000184408	6054	0.449785266
ENSG00000106025	3309	0.467512844
ENSG00000071243	5200	0.353461538
ENSG00000106034	7683	0.398412079
ENSG00000002745	3264	0.418811275
ENSG00000196937	3395	0.427982327
ENSG00000106278	10137	0.397257571
ENSG00000008311	10816	0.347633136
ENSG00000234418	5186	0.355572696
ENSG00000081803	6353	0.402329608
ENSG00000128609	13738	0.361915854
ENSG00000106299	4363	0.438230575
ENSG00000272686	2099	0.416388757
ENSG00000241345	2064	0.387112403
ENSG00000234224	2147	0.528178854
ENSG00000242593	21467	0.357292589
ENSG00000279419	2706	0.357354028
ENSG00000170775	5298	0.4599849
ENSG00000128513	8717	0.34759665
ENSG00000224897	17223	0.370783255
ENSG00000179603	6256	0.38794757
ENSG00000048405	5793	0.342137062
ENSG00000179562	4966	0.535440999
ENSG00000004059	1825	0.593972603
ENSG00000197157	6486	0.507246377
ENSG00000128594	4403	0.577787872
ENSG00000106344	15866	0.419387369
ENSG00000224940	3683	0.650556611
ENSG00000106348	3662	0.610049153
ENSG00000135245	2070	0.514492754
ENSG00000165055	6749	0.449844421
ENSG00000273270	7054	0.519563368
ENSG00000243302	1150	0.589565217
ENSG00000281490	2732	0.61090776
ENSG00000271553	1114	0.332136445
ENSG00000205085	6920	0.473265896
ENSG00000271344	1267	0.418310971
ENSG00000128595	6342	0.407915484
ENSG00000128596	6238	0.550977878
ENSG00000128591	9251	0.62295968
ENSG00000135253	12525	0.560159681
ENSG00000128524	762	0.54855643
ENSG00000272899	3883	0.595673448
ENSG00000128604	7100	0.555070423
ENSG00000064419	4676	0.428143713
ENSG00000158457	3530	0.567705382
ENSG00000128602	4750	0.609263158
ENSG00000158467	6851	0.451466939
ENSG00000128578	5877	0.43304407
ENSG00000240204	969	0.527347781
ENSG00000273329	7124	0.466311061
ENSG00000106459	4119	0.491138626
ENSG00000186591	6514	0.475284004
ENSG00000091732	3010	0.453156146
ENSG00000128607	6583	0.435819535
ENSG00000146842	4669	0.398372242
ENSG00000106477	14095	0.406030507
ENSG00000259920	2902	0.410406616
ENSG00000272701	4118	0.461146187
ENSG00000106484	4767	0.482273967
ENSG00000158623	4139	0.436578884
ENSG00000286214	7947	0.443563609
ENSG00000285106	NA	NA
ENSG00000226380	NA	NA
ENSG00000273319	3198	0.399624765
ENSG00000231721	27290	0.429204837
ENSG00000128585	12874	0.372999845
ENSG00000236753	8878	0.448411804
ENSG00000128567	6893	0.555346003
ENSG00000221866	16364	0.436262527
ENSG00000106554	3428	0.456242707
ENSG00000283041	1314	0.543378995
ENSG00000131558	9468	0.441487114
ENSG00000205060	6988	0.417716085
ENSG00000273297	5197	0.419280354
ENSG00000085662	3654	0.4969896
ENSG00000172331	2539	0.449783379
ENSG00000122786	9786	0.405783773
ENSG00000146856	7307	0.374435473
ENSG00000122783	5321	0.454049991
ENSG00000146859	2313	0.522265456
ENSG00000287733	1053	0.542260209
ENSG00000105875	16225	0.474206471
ENSG00000080802	6999	0.413344764
ENSG00000155561	7621	0.437344181
ENSG00000243317	4934	0.407174706
ENSG00000164707	8021	0.483106845
ENSG00000105887	3782	0.409571655
ENSG00000181072	8339	0.44801535
ENSG00000105894	1622	0.447595561
ENSG00000157680	15547	0.433331189
ENSG00000279483	75	0.52
ENSG00000182158	8807	0.4404451
ENSG00000122779	9301	0.429093646
ENSG00000122778	12498	0.450072012
ENSG00000105939	8466	0.430781951
ENSG00000105948	4999	0.397279456
ENSG00000157741	16634	0.402609114
ENSG00000164898	1328	0.497740964
ENSG00000146963	6316	0.427644079
ENSG00000236279	2699	0.605038903
ENSG00000064393	15622	0.459544232
ENSG00000059377	6271	0.502790624
ENSG00000059378	5510	0.469328494
ENSG00000006459	9378	0.441778631
ENSG00000260231	2457	0.504680505
ENSG00000157800	10588	0.484132981
ENSG00000133606	5843	0.459181927
ENSG00000146966	5175	0.468599034
ENSG00000133597	3110	0.600643087
ENSG00000090266	4447	0.449066787
ENSG00000157764	23433	0.384372466
ENSG00000090263	5245	0.418493804
ENSG00000261115	10786	0.470795476
ENSG00000006530	10697	0.403664579
ENSG00000257093	7369	0.471298684
ENSG00000270157	925	0.429189189
ENSG00000228775	6678	0.412398922
ENSG00000106028	4975	0.412060302
ENSG00000127364	5018	0.397967318
ENSG00000258227	4129	0.412932914
ENSG00000211772	758	0.550131926
ENSG00000106123	5325	0.608826291
ENSG00000165125	11903	0.517348568
ENSG00000197993	3660	0.462295082
ENSG00000197448	4214	0.502847651
ENSG00000106144	8020	0.448503741
ENSG00000159784	6430	0.586469673
ENSG00000272619	331	0.36858006
ENSG00000232533	1354	0.602658789
ENSG00000159840	3267	0.635139272
ENSG00000170379	6410	0.49625585
ENSG00000198420	6310	0.396671949
ENSG00000050327	5818	0.5647989
ENSG00000196511	8438	0.416212373
ENSG00000174469	16377	0.430603896
ENSG00000273314	2198	0.48089172
ENSG00000055130	4152	0.4727842
ENSG00000106462	10774	0.397438277
ENSG00000155660	3298	0.536992116
ENSG00000197362	3273	0.48518179
ENSG00000204947	3665	0.51377899
ENSG00000197024	6304	0.501110406
ENSG00000170265	3761	0.629619782
ENSG00000170260	3179	0.562126455
ENSG00000204946	6723	0.582180574
ENSG00000244560	901	0.639289678
ENSG00000196453	3172	0.639974779
ENSG00000181220	8403	0.460906819
ENSG00000133624	565	0.580530973
ENSG00000133619	5337	0.632565111
ENSG00000181444	2843	0.668659866
ENSG00000197558	21096	0.650075844
ENSG00000106479	8422	0.561743054
ENSG00000204934	3291	0.553631115
ENSG00000171130	6749	0.503778338
ENSG00000106526	6460	0.484674923
ENSG00000188707	5176	0.557766615
ENSG00000127399	1968	0.632621951
ENSG00000106538	1909	0.598218963
ENSG00000240449	577	0.660311958
ENSG00000214022	4649	0.617337062
ENSG00000196456	2541	0.692640693
ENSG00000284691	4394	0.601729631
ENSG00000171115	4185	0.484109916
ENSG00000179144	1214	0.407742998
ENSG00000133574	2099	0.432586946
ENSG00000133561	3913	0.456427294
ENSG00000106560	2097	0.422031474
ENSG00000213203	4797	0.470919325
ENSG00000196329	5544	0.45995671
ENSG00000106565	1979	0.532086913
ENSG00000002933	3477	0.575783722
ENSG00000055118	7207	0.598307201
ENSG00000164867	5931	0.600236048
ENSG00000181652	6412	0.570180911
ENSG00000197150	9336	0.587082262
ENSG00000213199	2748	0.630640466
ENSG00000164885	2302	0.567767159
ENSG00000164889	7570	0.629194188
ENSG00000164896	3774	0.628775835
ENSG00000164897	1963	0.665308202
ENSG00000133612	11299	0.628020179
ENSG00000033050	5158	0.494183792
ENSG00000033100	6498	0.582179132
ENSG00000082014	4919	0.600121976
ENSG00000013374	5338	0.477707006
ENSG00000187260	4044	0.598417409
ENSG00000106615	3533	0.516841211
ENSG00000106617	16427	0.522249954
ENSG00000239911	1870	0.572192513
ENSG00000106648	3320	0.453313253
ENSG00000178234	8288	0.447031853
ENSG00000055609	53322	0.419132816
ENSG00000261455	1764	0.608276644
ENSG00000133627	6024	0.437749004
ENSG00000130226	17955	0.514397104
ENSG00000214106	8880	0.403040541
ENSG00000157212	9683	0.402354642
ENSG00000273344	2283	0.487954446
ENSG00000220575	3807	0.485421592
ENSG00000157219	4901	0.461742502
ENSG00000273117	1624	0.563423645
ENSG00000186480	3650	0.446027397
ENSG00000260426	1861	0.542718968
ENSG00000216895	2031	0.443131462
ENSG00000184863	13132	0.475708194
ENSG00000164690	5234	0.62437906
ENSG00000182648	13851	0.449859216
ENSG00000105983	11805	0.435408725
ENSG00000146909	7793	0.477094829
ENSG00000009335	9215	0.456646772
ENSG00000105993	14981	0.498765102
ENSG00000155093	4868	0.581552999
ENSG00000146918	7105	0.440253343
ENSG00000117868	7094	0.50436989
ENSG00000126870	6687	0.472409152
ENSG00000106018	5132	0.525915822
ENSG00000223508	1023	0.521994135
ENSG00000172748	6008	0.440079893
ENSG00000272240	541	0.438077634
ENSG00000147364	11438	0.41947893
ENSG00000180190	3449	0.554363584
ENSG00000104714	9711	0.511069921
ENSG00000198010	15129	0.497653513
ENSG00000182372	9403	0.515154738
ENSG00000253982	2314	0.678910977
ENSG00000104728	10842	0.480815348
ENSG00000253764	2509	0.636907134
ENSG00000253696	815	0.445398773
ENSG00000176595	6911	0.55852988
ENSG00000036448	7056	0.515873016
ENSG00000183117	18700	0.414759358
ENSG00000286934	5786	0.398721051
ENSG00000246089	3219	0.509785648
ENSG00000147316	27241	0.433978195
ENSG00000091879	6794	0.398881366
ENSG00000271743	1595	0.436990596
ENSG00000249898	11515	0.426921407
ENSG00000155189	6236	0.392559333
ENSG00000215374	7584	0.456751055
ENSG00000284606	7317	0.452917863
ENSG00000173295	894	0.581655481
ENSG00000275342	4845	0.467698658
ENSG00000147324	6868	0.510629004
ENSG00000104626	6382	0.410529615
ENSG00000173281	5738	0.508016731
ENSG00000173273	14188	0.413377502
ENSG00000253230	6198	0.4291707
ENSG00000175806	4138	0.466892218
ENSG00000261451	4641	0.413488472
ENSG00000253641	3195	0.455086072
ENSG00000253649	3036	0.450922266
ENSG00000272505	2860	0.418531469
ENSG00000171056	3215	0.525349922
ENSG00000254093	2804	0.484308131
ENSG00000280294	3352	0.459725537
ENSG00000269918	2014	0.411618669
ENSG00000255310	1939	0.420835482
ENSG00000104643	8404	0.390885293
ENSG00000255020	1099	0.555959964
ENSG00000184608	2227	0.458913336
ENSG00000154319	5049	0.515745692
ENSG00000154328	3366	0.539512775
ENSG00000079459	5197	0.499326535
ENSG00000164733	10541	0.527843658
ENSG00000254507	683	0.325036603
ENSG00000284610	219	0.698630137
ENSG00000255052	7347	0.487137607
ENSG00000186523	4232	0.547967864
ENSG00000145002	2888	0.543282548
ENSG00000283674	16933	0.469084037
ENSG00000154359	5709	0.465055176
ENSG00000250305	14669	0.41134365
ENSG00000164741	12794	0.361575739
ENSG00000287134	5550	0.35981982
ENSG00000185053	7345	0.403131382
ENSG00000104723	5190	0.381695568
ENSG00000038945	7812	0.32578085
ENSG00000155970	4604	0.344483058
ENSG00000104219	6282	0.365011143
ENSG00000198791	10941	0.37565122
ENSG00000155975	6424	0.377023661
ENSG00000003987	6928	0.437788684
ENSG00000003989	7905	0.416192283
ENSG00000104213	2420	0.490495868
ENSG00000129422	12044	0.393889073
ENSG00000253671	4166	0.393903024
ENSG00000104760	3301	0.347167525
ENSG00000078674	14447	0.38706998
ENSG00000104763	15378	0.411431916
ENSG00000245281	5032	0.422297297
ENSG00000286542	722	0.415512465
ENSG00000156011	15225	0.421674877
ENSG00000104611	4072	0.476915521
ENSG00000279858	495	0.345454545
ENSG00000147408	7632	0.444575472
ENSG00000104613	6618	0.436536718
ENSG00000175445	4131	0.432098765
ENSG00000147416	7797	0.409901244
ENSG00000061337	5706	0.520329478
ENSG00000254092	14248	0.46603032
ENSG00000168546	5777	0.509433962
ENSG00000130227	6918	0.455333912
ENSG00000158806	2063	0.629180805
ENSG00000158815	3287	0.61089139
ENSG00000158856	4525	0.631381215
ENSG00000158863	8300	0.59373494
ENSG00000275074	1754	0.641391106
ENSG00000168453	7964	0.633601205
ENSG00000168476	2266	0.616063548
ENSG00000168481	4509	0.596806387
ENSG00000168484	3188	0.567126725
ENSG00000168487	7067	0.607329843
ENSG00000168490	3931	0.585856016
ENSG00000168495	5583	0.500268673
ENSG00000254064	515	0.438834951
ENSG00000197181	5737	0.47847307
ENSG00000104635	6908	0.489577302
ENSG00000120910	2899	0.48361504
ENSG00000251034	6151	0.416192489
ENSG00000120896	5865	0.641602728
ENSG00000120913	12388	0.590975137
ENSG00000241852	3319	0.608014462
ENSG00000158941	5859	0.558457075
ENSG00000147439	5072	0.460764984
ENSG00000179388	5033	0.587323664
ENSG00000134020	1335	0.564044944
ENSG00000248738	4023	0.495650012
ENSG00000245025	6318	0.558879392
ENSG00000008853	7408	0.586933045
ENSG00000120889	5010	0.448303393
ENSG00000173530	3535	0.47553041
ENSG00000104689	2927	0.493337889
ENSG00000147457	4698	0.523414219
ENSG00000104679	2630	0.581749049
ENSG00000134013	5985	0.446115288
ENSG00000197217	7054	0.466260278
ENSG00000147454	7996	0.482616308
ENSG00000167034	3278	0.513422819
ENSG00000159167	4134	0.442912433
ENSG00000042980	9381	0.386419358
ENSG00000272163	2555	0.561252446
ENSG00000104722	3635	0.5303989
ENSG00000277586	3940	0.462690355
ENSG00000272157	1183	0.626373626
ENSG00000287185	3572	0.478163494
ENSG00000147459	15989	0.442053912
ENSG00000147437	1764	0.407029478
ENSG00000104756	4383	0.425735797
ENSG00000221914	8777	0.380198245
ENSG00000228451	4022	0.412729985
ENSG00000104765	4149	0.391178597
ENSG00000240694	5564	0.499281093
ENSG00000092964	7296	0.511101974
ENSG00000120907	6749	0.439768855
ENSG00000015592	3309	0.474161378
ENSG00000104228	4223	0.493014445
ENSG00000120899	7860	0.556743003
ENSG00000120903	5062	0.500987752
ENSG00000120915	4185	0.535483871
ENSG00000120885	6285	0.501511535
ENSG00000168077	4029	0.590220898
ENSG00000253875	3133	0.432492818
ENSG00000147419	4410	0.468480726
ENSG00000168079	4380	0.492237443
ENSG00000134014	6374	0.452149357
ENSG00000168081	1990	0.530653266
ENSG00000186918	5808	0.497073003
ENSG00000214050	3932	0.459816887
ENSG00000104290	13786	0.349557522
ENSG00000012232	16477	0.495964071
ENSG00000246339	4840	0.453099174
ENSG00000104299	4905	0.427522936
ENSG00000147421	6633	0.465551033
ENSG00000259366	1467	0.436946149
ENSG00000197892	11113	0.414919464
ENSG00000120875	7273	0.535129933
ENSG00000133872	2999	0.45681894
ENSG00000104660	5411	0.427277768
ENSG00000271869	806	0.575682382
ENSG00000104671	1961	0.407445181
ENSG00000285669	4587	0.400697624
ENSG00000272375	645	0.36124031
ENSG00000157110	8894	0.513492242
ENSG00000197265	2580	0.464728682
ENSG00000253457	975	0.351794872
ENSG00000104687	3602	0.480566352
ENSG00000104691	4151	0.470729945
ENSG00000104695	4510	0.425498891
ENSG00000133863	11869	0.396410818
ENSG00000172733	3762	0.426103137
ENSG00000165392	8222	0.382875213
ENSG00000157168	21398	0.433591924
ENSG00000247134	1791	0.427694026
ENSG00000272338	577	0.402079723
ENSG00000172728	5330	0.4315197
ENSG00000129696	3806	0.456910142
ENSG00000198042	4416	0.403532609
ENSG00000133874	1872	0.56784188
ENSG00000133878	1971	0.581938102
ENSG00000253642	2720	0.465073529
ENSG00000156687	10798	0.420540841
ENSG00000253452	11308	0.407145384
ENSG00000183779	3316	0.652291918
ENSG00000147475	8736	0.43853022
ENSG00000233170	667	0.493253373
ENSG00000147471	3427	0.425736796
ENSG00000020181	7084	0.628176172
ENSG00000104221	2717	0.500920132
ENSG00000156675	9632	0.478301495
ENSG00000187840	880	0.617045455
ENSG00000129691	5659	0.461919067
ENSG00000147465	4443	0.518568535
ENSG00000175324	1676	0.480310263
ENSG00000156735	4809	0.396548139
ENSG00000085788	10548	0.412779674
ENSG00000147535	4102	0.470502194
ENSG00000147548	15245	0.397310594
ENSG00000165046	6114	0.46401701
ENSG00000077782	17201	0.497936167
ENSG00000253361	4637	0.477895191
ENSG00000253570	540	0.577777778
ENSG00000147526	12573	0.447387258
ENSG00000169499	6328	0.461283186
ENSG00000169490	4435	0.432919955
ENSG00000168615	17704	0.363872571
ENSG00000197140	10050	0.368457711
ENSG00000176907	1829	0.361399672
ENSG00000272479	594	0.385521886
ENSG00000165061	3691	0.463560011
ENSG00000104332	4733	0.533276991
ENSG00000147533	7474	0.403666042
ENSG00000158669	7939	0.525884872
ENSG00000029534	10996	0.503728629
ENSG00000083168	24143	0.410678043
ENSG00000070718	6276	0.462396431
ENSG00000104368	7770	0.498584299
ENSG00000104365	11048	0.492034757
ENSG00000070501	4106	0.396492937
ENSG00000078668	3181	0.413392015
ENSG00000168575	6424	0.450653798
ENSG00000176209	4071	0.457381479
ENSG00000131931	2462	0.436636881
ENSG00000120925	6055	0.477456647
ENSG00000168172	15232	0.38228729
ENSG00000168522	9396	0.416773095
ENSG00000185900	12471	0.432764013
ENSG00000165102	8934	0.488135214
ENSG00000255366	2491	0.412284223
ENSG00000164808	7174	0.470588235
ENSG00000221869	1252	0.659744409
ENSG00000253729	29073	0.42293537
ENSG00000104738	9852	0.467519285
ENSG00000169139	6591	0.364436353
ENSG00000034239	5822	0.399690828
ENSG00000019549	3281	0.418774764
ENSG00000147481	10600	0.389811321
ENSG00000168300	7323	0.406390823
ENSG00000228801	4893	0.472103004
ENSG00000147488	14438	0.413492173
ENSG00000023287	7613	0.383029029
ENSG00000082556	5670	0.455731922
ENSG00000237807	7527	0.465125548
ENSG00000047249	5104	0.413009404
ENSG00000147509	3205	0.512948518
ENSG00000187735	4327	0.441183268
ENSG00000120992	4694	0.404345974
ENSG00000137547	1773	0.454032713
ENSG00000164736	2346	0.581841432
ENSG00000206579	20246	0.406006125
ENSG00000167904	6630	0.428959276
ENSG00000137574	4562	0.407496712
ENSG00000254087	6164	0.459117456
ENSG00000236814	1170	0.404273504
ENSG00000008988	6765	0.416555802
ENSG00000181690	7828	0.348237098
ENSG00000170791	5877	0.426237876
ENSG00000272343	486	0.335390947
ENSG00000170786	3284	0.5
ENSG00000181195	3392	0.46432783
ENSG00000104331	7619	0.43194645
ENSG00000254139	2481	0.423619508
ENSG00000169122	4929	0.500710083
ENSG00000215114	5295	0.387346553
ENSG00000137575	4777	0.39752983
ENSG00000035681	6170	0.431928687
ENSG00000198846	4076	0.4452895
ENSG00000167912	4139	0.438028509
ENSG00000178538	7706	0.404100701
ENSG00000251396	10428	0.416666667
ENSG00000104388	5592	0.363912732
ENSG00000171316	18887	0.451580452
ENSG00000177182	7393	0.417962938
ENSG00000198363	21954	0.407898333
ENSG00000185942	28726	0.403780547
ENSG00000137563	10619	0.403051135
ENSG00000137561	2684	0.388599106
ENSG00000185728	6163	0.4009411
ENSG00000261542	2054	0.32375852
ENSG00000287844	1981	0.328117113
ENSG00000253554	4057	0.369731329
ENSG00000254377	6079	0.454680046
ENSG00000180828	3263	0.53570334
ENSG00000172817	7542	0.381463803
ENSG00000254081	2905	0.396557659
ENSG00000272010	623	0.274478331
ENSG00000104442	3419	0.442819538
ENSG00000066855	4629	0.377403327
ENSG00000205268	10601	0.402980851
ENSG00000147571	1288	0.558229814
ENSG00000179041	1720	0.562790698
ENSG00000147576	3378	0.494079337
ENSG00000169085	4794	0.447017105
ENSG00000185697	7239	0.403370631
ENSG00000175073	9956	0.402973082
ENSG00000288596	2505	0.420359281
ENSG00000104205	5691	0.404146899
ENSG00000178460	6354	0.370790054
ENSG00000245910	2527	0.505342303
ENSG00000178125	2250	0.398666667
ENSG00000121022	7779	0.423961949
ENSG00000104218	31717	0.3769272
ENSG00000066777	11059	0.397775567
ENSG00000046889	12132	0.388147049
ENSG00000165084	10267	0.375182624
ENSG00000137573	9372	0.431498079
ENSG00000140396	10009	0.433210111
ENSG00000067167	4131	0.420237231
ENSG00000147592	1932	0.406832298
ENSG00000104313	9322	0.353894014
ENSG00000235531	11501	0.416311625
ENSG00000178860	2046	0.615835777
ENSG00000182674	3748	0.524012807
ENSG00000260838	3296	0.339805825
ENSG00000147601	15706	0.38214695
ENSG00000253636	3549	0.417582418
ENSG00000164764	4280	0.39135514
ENSG00000147604	2700	0.598148148
ENSG00000121039	5331	0.46464078
ENSG00000040341	8964	0.415216421
ENSG00000104343	9091	0.411615884
ENSG00000154582	9275	0.428247978
ENSG00000175606	2982	0.448692153
ENSG00000154589	559	0.343470483
ENSG00000104369	4590	0.44204793
ENSG00000104381	24256	0.395943272
ENSG00000137558	7159	0.332308982
ENSG00000121005	4553	0.388974303
ENSG00000253661	10665	0.351242382
ENSG00000091656	15851	0.445397767
ENSG00000164751	4969	0.428053934
ENSG00000171033	4015	0.372353674
ENSG00000260398	3754	0.360681939
ENSG00000104427	4335	0.334486736
ENSG00000104435	2042	0.420176298
ENSG00000164683	5487	0.452341899
ENSG00000249328	3118	0.4233483
ENSG00000147586	1817	0.440286186
ENSG00000076554	8111	0.417950931
ENSG00000251867	1672	0.563397129
ENSG00000205189	10216	0.400352388
ENSG00000164684	15782	0.429603346
ENSG00000076641	11023	0.411231062
ENSG00000272425	2172	0.369244936
ENSG00000164687	1904	0.445903361
ENSG00000147588	3524	0.35215664
ENSG00000133731	4405	0.360499432
ENSG00000253598	1428	0.367647059
ENSG00000280193	2327	0.397937258
ENSG00000104231	4214	0.434978643
ENSG00000104497	4608	0.405598958
ENSG00000184672	4538	0.40656677
ENSG00000133739	5001	0.369326135
ENSG00000133740	5999	0.411068511
ENSG00000176731	2542	0.380015736
ENSG00000185015	5597	0.421833125
ENSG00000253549	3728	0.521727468
ENSG00000104267	2007	0.405082212
ENSG00000123124	6527	0.393442623
ENSG00000176623	5552	0.409582133
ENSG00000085719	6737	0.390381475
ENSG00000156103	12108	0.371489924
ENSG00000253553	10918	0.389631801
ENSG00000251136	19810	0.38525997
ENSG00000104312	3059	0.410264792
ENSG00000164823	4655	0.390762621
ENSG00000104320	19417	0.371993614
ENSG00000104325	5048	0.382329635
ENSG00000104327	7138	0.42574951
ENSG00000180694	5870	0.413458262
ENSG00000123119	6202	0.34069655
ENSG00000155099	2868	0.387029289
ENSG00000253738	9834	0.355704698
ENSG00000155100	3977	0.339451848
ENSG00000079102	13535	0.397857407
ENSG00000205133	6721	0.33030799
ENSG00000188343	7420	0.388409704
ENSG00000271971	736	0.313858696
ENSG00000253854	939	0.382321619
ENSG00000183808	8819	0.402993537
ENSG00000164953	11732	0.370780771
ENSG00000164951	5604	0.423447537
ENSG00000164949	2648	0.442220544
ENSG00000197275	5319	0.427899981
ENSG00000265817	7413	0.365843788
ENSG00000164944	10775	0.393132251
ENSG00000253704	3039	0.433037183
ENSG00000156162	7136	0.365050448
ENSG00000164941	7866	0.387490465
ENSG00000175305	4397	0.509210826
ENSG00000156170	12371	0.475628486
ENSG00000164938	5643	0.459507354
ENSG00000175895	3643	0.433708482
ENSG00000156172	3340	0.431437126
ENSG00000156467	12600	0.387142857
ENSG00000156469	1801	0.432537479
ENSG00000156471	6108	0.469220694
ENSG00000169439	4084	0.421645446
ENSG00000104324	3442	0.461069146
ENSG00000180543	4441	0.496960144
ENSG00000147649	7876	0.418105637
ENSG00000104341	3197	0.471379418
ENSG00000132561	6941	0.47975796
ENSG00000156482	3987	0.460245799
ENSG00000132541	1497	0.434869739
ENSG00000104356	4857	0.462631254
ENSG00000104361	5606	0.413128791
ENSG00000104375	12604	0.416851793
ENSG00000156486	5417	0.502122946
ENSG00000272321	2622	0.501144165
ENSG00000253948	4233	0.408693598
ENSG00000132549	20919	0.415125006
ENSG00000164919	2712	0.448746313
ENSG00000132554	6294	0.377502383
ENSG00000147669	1673	0.338314405
ENSG00000104450	5056	0.427610759
ENSG00000034677	5852	0.405160629
ENSG00000186106	5820	0.45137457
